B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,QA_PIXEL,QA_RADSAT,SAA,SZA,VAA,VZA,NDSI,NDVI,NDWI,B8/B6,B8/B6_1,NDSI_1,NDVI_1,NDWI_1,count,system:index,label
1753.0633434058932,1925.1345220658318,2107.7675444368065,2045.779932474421,1384.705415016792,1901.8008098905725,1542.6278945277068,2146.9548357848507,723.2983424835596,1317.5643441076159,1116.9822841995544,323.38587483560434,0.0,0.5756169533762536,0.2126607822692324,26.170082525763654,3.121552090963114,0.09561867314839921,0.022000420690064162,0.03447389468438123,0.09155114904890384,0.09155114904890384,0.09561867314839921,0.022000420690064162,0.03447389468438123,1440,-258108-105048,-1117471798
1127.0487631525255,1188.9537647950494,1143.9961822402,1144.5632386423545,1156.6436686550485,1296.2510284428586,1150.2777847330515,1227.6332332862903,617.6825620010467,924.5832603460292,798.9752173560316,68.72615280130776,0.0,0.4590603692859118,0.46641980615283873,368.8423251106972,1.3419636629904985,0.04768763698378486,0.011203053925912225,0.02180867305560588,0.04827072194851136,0.04827072194851136,0.04768763698378486,0.011203053925912225,0.02180867305560588,606,-258108-105094,936080938
568.3464242304327,620.8164326640846,729.6382966387592,907.4221826841343,989.1263858573433,1735.6037180994408,1182.6023556637035,803.3245678505405,997.6604583705772,1141.5776110362747,866.2786270495358,25.8691374819645,0.0,0.3381027961781245,0.3833113668979307,548.6434381026098,2.354081698798587,0.03793923805952153,0.00858765589471698,0.014858304123287083,0.036192007752908435,0.036192007752908435,0.03793923805952153,0.00858765589471698,0.014858304123287083,727,-258111-105214,1351551731
423.64416565967457,488.49726479751104,600.7494918153843,768.523352110168,833.7313769145971,1194.1290274023752,1048.2172620493272,681.1184992067723,353.5284166794255,557.4952089366153,455.83592244535004,14.085783652843805,0.0,0.44130380715948886,0.0,284.4781085704283,0.7093039611726137,0.02976037753819775,0.006477144714922339,0.014239277201561382,0.033771947848442944,0.033771947848442944,0.02976037753819775,0.006477144714922339,0.014239277201561382,261,-258117-105133,-82888476
878.1268932634273,1116.713085526284,1810.4541004047198,2160.7995733508415,2125.946220315922,2485.2626282314395,2058.9783188730585,1916.558960824713,263.69141417294577,842.8601010614539,677.3855176735351,1909.9602983702075,0.0,0.25945380732724416,0.40003839188952983,1340.199318049987,2.73042756211946,0.058404183656305765,0.014746031466132053,0.01841707243088927,0.059172156397713796,0.059172156397713796,0.058404183656305765,0.014746031466132053,0.01841707243088927,1515,-258118-105361,-782676520
333.7442001529506,429.53779352518677,645.5279400069712,880.9480672718043,857.6938511976464,1093.333253172648,702.6155872416167,1172.3134377797137,172.17700902755317,295.929171918315,256.89565608687604,0.0,0.0,0.0,0.0,4.017103324229542,0.36464227527920606,0.008901243911533565,0.004296095374854609,0.006518328679743114,0.0318783084483773,0.0318783084483773,0.008901243911533565,0.004296095374854609,0.006518328679743114,19,-258120-105355,-1148386557
1898.6830125809472,1961.5697952626126,1863.7421842240442,2057.5024473308613,2587.2053407091857,2459.148041285708,2094.711676117203,2092.491404977703,718.33689205044,1312.3013408700922,981.8624836376974,179.51323523883454,0.0,0.3233844430433935,0.24828642109093643,30.034398224933256,1.3253270614713653,0.11052717830438344,0.017057420286895508,0.028184435818130075,0.10789820499230543,0.10789820499230543,0.11052717830438344,0.017057420286895508,0.028184435818130075,385,-258122-105049,-1940795857
769.3087690378984,850.5529604996668,1308.5439269247702,1770.2700495795025,2100.386233424907,2023.9559314046344,1566.0092543176197,1442.5850424055473,575.3141474587486,718.0559845946436,694.2003395005073,443.01399087026715,0.0,0.15416358555673879,0.0,23.19611509603532,0.524630978976937,0.06184863159377426,0.012326404867745422,0.0246483834434756,0.056748634901573794,0.056748634901573794,0.06184863159377426,0.012326404867745422,0.0246483834434756,47,-258122-105088,198721460
569.1849766512047,672.4535480995007,838.8792582674853,1147.3549467460946,1463.738846135774,1873.3214322567915,1534.495584482205,973.4737912932816,574.3048767589746,1062.0029421040585,851.1057668756711,0.0,0.0,0.3904271992133025,0.23860051240298996,1086.867274062269,1.8698512895874844,0.03431970673311383,0.01051254904912609,0.019923162818602142,0.033185997184399865,0.033185997184399865,0.03431970673311383,0.01051254904912609,0.019923162818602142,763,-258122-105228,715163067
840.1119427095066,888.8789922954448,975.5067554324874,1241.2464306852837,1392.4345766493936,1755.4701927476317,1527.9415500271803,1155.990313262035,468.639886598239,1635.825973858271,1356.119582205547,502.57260469633894,0.0,0.5090448193018302,0.34167089050940036,1211.0203132778013,2.038102016870242,0.06712667129887413,0.015029782378528178,0.03227022573398068,0.06363349028221865,0.06363349028221865,0.06712667129887413,0.015029782378528178,0.03227022573398068,1031,-258122-105240,-1807180541
638.3689741170514,809.5976080665838,1234.7538361877018,1819.492161727576,2033.7123318065956,2982.1093894847877,1865.6916738404925,1492.259862777468,780.0325121416711,1902.8337862441629,1519.2619198225887,14.774436464748142,0.0,0.4628113429234903,0.2925000211220813,703.1178922620925,1.4287149701186619,0.050661760727405546,0.014253215573289884,0.030044478293306996,0.04675203724346435,0.04675203724346435,0.050661760727405546,0.014253215573289884,0.030044478293306996,715,-258124-105320,469961334
1576.066089343487,1579.651071045298,1522.285213241218,1391.2601537533703,1260.2180060425353,4503.950555331031,2983.740446004554,1574.15260651486,1285.164602658297,520.423040750571,438.2094711279228,1907.2003355647003,0.0,0.0,0.08108107678525071,368.1761965370601,0.7103276541057817,0.1941363762804893,0.02524904340228006,0.03996886275436223,0.18823233503661813,0.18823233503661813,0.1941363762804893,0.02524904340228006,0.03996886275436223,74,-258125-105174,-71025604
1335.5534132141572,1369.690570695058,1367.4445567968348,1708.6392786117508,1947.144608341691,2209.5868105187647,1874.4843593165745,1452.2518674805353,553.2773754102881,1100.5719069005631,897.4903916700946,179.19494916277205,0.0,0.26274417615568807,0.24206644779738237,527.2696363938936,1.4704634307672564,0.09393198777869585,0.015855537964442477,0.02787907684079831,0.08975529313398084,0.08975529313398084,0.09393198777869585,0.015855537964442477,0.02787907684079831,462,-258127-105196,1539087161
1745.15682081014,1855.6581624182456,1890.6831449765593,1897.3319163700749,1621.752644187594,2008.5451370142748,1424.989313583963,1834.5582082286878,712.2680498310344,1107.4868861367993,940.2651279599993,221.93869638992615,0.0,0.6225630025897428,0.7349587424656593,419.98520033723906,2.8473802832066544,0.06532597865180477,0.017939477192963665,0.02824544517797274,0.06168073901312474,0.06168073901312474,0.06532597865180477,0.017939477192963665,0.02824544517797274,2580,-258129-105138,1520264387
