B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,QA_PIXEL,QA_RADSAT,SAA,SZA,VAA,VZA,NDSI,NDVI,NDWI,B8/B6,B8/B6_1,NDSI_1,NDVI_1,NDWI_1,count,system:index,label
10402.96408839779,10046.585635359115,9950.400552486188,10779.99447513812,11329.872928176796,9489.991712707182,9065.734806629835,10306.872928176796,7171.027624309392,23711.803867403316,22851.698895027625,22059.226519337015,0.0,5694.46408839779,4159.5,12375.345303867403,141.00828729281767,-0.0014621492438931635,0.0228233576248315,-0.059567526855006894,0.016132105848570586,0.016132105848570586,-0.0014621492438931635,0.0228233576248315,-0.059567526855006894,181,-258205-105236,-1846682563
11541.090068159689,12064.753164556962,13721.410905550147,16107.806231742941,17212.50876338851,18467.293573515093,15140.519961051607,14488.575949367088,7435.382181110029,25454.90701071081,24209.309152872444,21844.252190847128,0.0,5696.854917234664,4158.056962025316,12310.957643622201,145.30233690360274,-0.16904067701162243,0.03372761040975735,-0.110397792747743,-0.14237886348656745,-0.14237886348656745,-0.16904067701162243,0.03372761040975735,-0.110397792747743,1027,-258207-105126,-1260783116
15232.472222222223,15431.37962962963,16174.25925925926,17471.59259259259,18441.037037037036,15689.018518518518,13149.425925925925,16236.666666666666,8378.37962962963,19833.046296296296,19369.50925925926,22052.0,0.0,5695.287037037037,4158.972222222223,12340.62037037037,143.24074074074073,-0.11364300052324931,0.034963601579268776,-0.07803167678691723,-0.11496743490850483,-0.11496743490850483,-0.11364300052324931,0.034963601579268776,-0.07803167678691723,54,-258210-105205,756719773
9809.114942528735,9577.862068965518,10070.375,11637.741379310344,13453.685344827587,14388.284482758621,12952.956896551725,10543.932471264368,6295.563218390805,21765.185344827587,21335.132183908045,21947.068965517243,0.0,5699.795977011494,4157.050287356322,12198.705459770115,153.29022988505747,-0.19592524345578818,0.06814628170974467,-0.13478992549681115,-0.17543559962476807,-0.17543559962476807,-0.19592524345578818,0.06814628170974467,-0.13478992549681115,348,-258211-105048,-1550300341
9932.507223113964,9784.612359550561,10489.930979133227,11874.530497592295,12759.878009630818,11680.669341894061,10964.012841091493,10911.515248796148,8318.966292134832,22411.07062600321,21912.91492776886,22035.113964687,0.0,5693.528892455859,4159.646869983949,12407.002407704655,139.0553772070626,-0.05996769743005074,0.023743728963197784,-0.06676449267908237,-0.050719916039697915,-0.050719916039697915,-0.05996769743005074,0.023743728963197784,-0.06676449267908237,623,-258215-105259,553473402
8571.725714285714,8038.397142857143,7523.472857142857,7495.3,7378.791428571429,6961.687142857143,6669.374285714286,7451.481428571428,5262.162857142857,19918.192857142858,19721.205714285716,21946.5,0.0,5698.715714285714,4157.5,12236.165714285715,150.5,0.011232199496280373,-0.0075825811299624285,0.013613134971076631,0.005802027171781187,0.005802027171781187,0.011232199496280373,-0.0075825811299624285,0.013613134971076631,350,-258216-105080,-1996071789
9968.853349673203,9778.993055555555,10050.487336601307,10585.182598039215,10993.738153594772,11983.245506535948,11097.166258169935,10185.843545751633,6354.330882352941,23691.743464052288,22955.84232026144,21830.355392156864,0.0,5690.690359477124,4161.540032679739,12445.734477124182,135.14093137254903,-0.10931849934227668,0.017811551761172988,-0.04142619216921589,-0.10378596933636193,-0.10378596933636193,-0.10931849934227668,0.017811551761172988,-0.04142619216921589,1224,-258216-105369,-974280573
9940.089792060491,9780.517013232515,10173.05009451796,10787.568052930057,10943.711720226844,10339.524574669187,9701.615311909263,10334.228733459357,7337.111531190926,22794.916824196596,22292.77315689981,22346.68809073724,0.0,5692.913043478261,4160.256143667297,12412.099243856333,138.72778827977316,-0.043902718641651954,0.005118023021610336,-0.02849394338188601,-0.038905811925291696,-0.038905811925291696,-0.043902718641651954,0.005118023021610336,-0.02849394338188601,529,-258220-105274,-429997414
12262.096104561762,12321.486673500769,12895.240645822654,14053.733470015377,14886.714505381855,13914.150179395181,11979.001025115325,13267.712455151204,7907.355202460277,20840.41209636084,20450.47744746284,21982.84623270118,0.0,5695.375704766786,4159.165299846232,12321.120451050743,144.57842132239878,-0.08399709707867356,0.02863480971830404,-0.06937036674225303,-0.06965024556053497,-0.06965024556053497,-0.08399709707867356,0.02863480971830404,-0.06937036674225303,1951,-258222-105174,-208724223
9616.993740610917,9320.47371056585,9514.05833750626,10353.99624436655,11040.146970455684,10443.415623435152,9527.93039559339,9795.325488232349,5873.621682523785,20350.812468703054,20091.785678517776,21967.243865798697,0.0,5698.249374061092,4157.164997496245,12287.635953930896,146.9759639459189,-0.0930618037150359,0.02888843002211366,-0.062216612600682245,-0.08134799191604897,-0.08134799191604897,-0.0930618037150359,0.02888843002211366,-0.062216612600682245,1997,-258226-105061,395025032
9949.474712643678,9737.370114942529,10030.717528735631,10814.162068965517,11229.409482758621,10049.760632183908,9379.527011494252,10343.367816091954,7363.3617816091955,20052.993965517242,19939.34655172414,22428.38275862069,0.0,5694.0106321839085,4160.413505747127,12327.015229885057,144.15545977011493,-0.017385580834884787,0.013358896381709954,-0.041617057024329586,-0.008282351060553219,-0.008282351060553219,-0.017385580834884787,0.013358896381709954,-0.041617057024329586,1740,-258226-105242,1699805325
12475.925170068027,12483.42857142857,13299.565759637188,14928.816326530612,15609.903628117914,13143.027210884355,11882.62358276644,13811.447845804989,8173.809523809524,21936.385487528343,21337.465986394556,22286.392290249434,0.0,5692.546485260771,4161.1927437641725,12350.297052154196,142.6031746031746,-0.04329978834463879,0.02291252831769054,-0.0752808400473342,-0.0263451765610941,-0.0263451765610941,-0.04329978834463879,0.02291252831769054,-0.0752808400473342,441,-258228-105314,-1085330792
10670.643308746048,10708.755005268704,11614.588514225501,13118.890937829294,13993.547945205479,14561.63593256059,12600.306111696522,12076.145943097998,6419.842465753424,23829.429399367757,22920.329820864066,21824.0,0.0,5697.526343519494,4157.595363540569,12294.73234984194,146.4963119072708,-0.13183314232715063,0.032335500811425145,-0.09213693302028564,-0.11217963351849447,-0.11217963351849447,-0.13183314232715063,0.032335500811425145,-0.09213693302028564,949,-258232-105085,1833575352
11497.640963323023,11529.141847105611,12283.71763146266,14066.494255413169,15867.999779054353,16039.942554131683,14471.865885992045,12875.905214317278,7610.289438798056,24343.012152010604,23192.351524524965,21898.616438356163,0.0,5697.558992487848,4158.994697304463,12203.728678745028,152.94498453380467,-0.1504887083950286,0.056732463065782376,-0.1193417651275065,-0.12935608467543963,-0.12935608467543963,-0.1504887083950286,0.056732463065782376,-0.1193417651275065,2263,-258232-105131,549656141
11267.212121212122,11252.82798573975,12268.614973262032,13904.56595365419,14641.681818181818,15772.485739750446,13916.924242424242,12815.722816399288,8392.147950089127,24971.954545454544,23925.211229946523,21850.823529411766,0.0,5692.174688057041,4161.360962566845,12380.689839572193,140.67557932263816,-0.14337737022927313,0.025304821203359022,-0.08557760280535395,-0.1217661707856279,-0.1217661707856279,-0.14337737022927313,0.025304821203359022,-0.08557760280535395,561,-258232-105340,-504567818
10280.875964391691,10182.138575667655,10830.116320474777,12194.946884272997,14427.390801186944,14122.109198813056,12489.626706231455,11249.10178041543,5992.210682492581,24742.799109792286,23633.75578635015,22289.676557863502,0.0,5700.960534124629,4158.0706231454005,12074.080712166173,163.5694362017804,-0.1489374125315545,0.07712095617441024,-0.1335121796436011,-0.13174990367708114,-0.13174990367708114,-0.1489374125315545,0.07712095617441024,-0.1335121796436011,1685,-258233-105048,-1828823812
13051.335740072202,13534.963898916967,15126.747292418773,17303.49819494585,18790.350180505415,19648.79783393502,16964.58664259928,15762.81046931408,8428.43501805054,25778.2202166065,24230.027075812275,21877.880866425992,0.0,5696.998194945849,4159.393501805054,12218.765342960289,151.73465703971118,-0.1635201796889305,0.03989498743901722,-0.10647563329672555,-0.14354268808442333,-0.14354268808442333,-0.1635201796889305,0.03989498743901722,-0.10647563329672555,277,-258236-105167,266907307
11138.395146520146,11196.199633699634,12043.588827838828,13832.031135531135,15070.501373626374,13293.143772893773,11972.36217948718,12620.820054945056,8230.005036630037,22428.46978021978,21814.798534798534,22178.464285714286,0.0,5695.266025641025,4160.686355311355,12226.491758241758,151.22710622710622,-0.05367876515561881,0.028015851770523955,-0.07557548477183072,-0.04142343920446385,-0.04142343920446385,-0.05367876515561881,0.028015851770523955,-0.07557548477183072,1092,-258242-105241,-1279506110
10869.716483516484,10831.10989010989,11668.218681318682,13666.598901098901,15782.452747252748,16636.78791208791,15147.192307692309,12350.505494505494,6608.218681318681,25782.386813186815,24572.543956043955,21824.0,0.0,5699.45934065934,4158.0989010989015,12152.112087912088,156.9186813186813,-0.1877570606850006,0.07107626083460483,-0.14850049924391967,-0.16011465789525064,-0.16011465789525064,-0.1877570606850006,0.07107626083460483,-0.14850049924391967,455,-258247-105079,-406604728
10995.79801623084,10987.666816952209,11807.564472497746,13724.004057709648,15742.0130748422,16470.532461677187,14876.949053201082,12459.889990982867,7090.922903516682,26605.044183949503,25276.130297565374,21824.0,0.0,5698.541027953111,4158.413435527502,12187.226330027052,154.19386834986474,-0.1794492593077091,0.06807759609478597,-0.14213956270376985,-0.15339620722116815,-0.15339620722116815,-0.1794492593077091,0.06807759609478597,-0.14213956270376985,1109,-258247-105093,-1670681563
9689.563636363637,9388.892424242424,9559.154545454545,10495.322727272727,11549.234848484848,11739.418181818182,10700.221212121212,9909.478787878788,5753.513636363637,22585.359090909093,21944.469696969696,21874.036363636365,0.0,5699.85,4157.501515151515,12159.74090909091,156.29393939393938,-0.12052855173295195,0.045028241932617896,-0.08824447759173133,-0.10449698149706378,-0.10449698149706378,-0.12052855173295195,0.045028241932617896,-0.08824447759173133,330,-258248-105056,1683011209
27145.948369565216,27749.667119565216,27518.632246376812,27842.755434782608,23513.973731884056,6078.399456521739,6043.716938405797,27561.862771739132,7092.821557971014,17480.051177536232,17453.36820652174,29644.327898550724,0.0,5692.787137681159,4162.453804347826,12256.352807971014,149.0516304347826,0.6103723226385056,-0.08212971052178519,0.07848935824544229,0.6112464771106623,0.6112464771106623,0.6103723226385056,-0.08212971052178519,0.07848935824544229,1104,-258249-105333,2007271999
